# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
477.5         	GAMG	5.410640e-01	2.384560e-03	2	true
478           	GAMG	5.718670e-01	2.362560e-03	2	true
478.5         	GAMG	5.864830e-01	2.550960e-03	2	true
479           	GAMG	5.293180e-01	2.342270e-03	2	true
479.5         	GAMG	5.758450e-01	2.369580e-03	2	true
480           	GAMG	5.150480e-01	2.414970e-03	2	true
480.5         	GAMG	5.571100e-01	2.371390e-03	2	true
481           	GAMG	5.420930e-01	2.178230e-03	2	true
481.5         	GAMG	5.531040e-01	2.406730e-03	2	true
482           	GAMG	5.486390e-01	3.850310e-03	2	true
482.5         	GAMG	5.561460e-01	2.708260e-03	2	true
483           	GAMG	5.259070e-01	3.030560e-03	2	true
483.5         	GAMG	5.442230e-01	2.322390e-03	2	true
484           	GAMG	4.948380e-01	3.569390e-03	2	true
484.5         	GAMG	5.574990e-01	2.339310e-03	2	true
485           	GAMG	5.662390e-01	2.692850e-03	2	true
485.5         	GAMG	5.981950e-01	2.742880e-03	2	true
486           	GAMG	5.533760e-01	3.223240e-03	2	true
486.5         	GAMG	5.712650e-01	3.041390e-03	2	true
487           	GAMG	5.903130e-01	3.106750e-03	2	true
487.5         	GAMG	5.474020e-01	4.094400e-03	2	true
488           	GAMG	5.645420e-01	3.121450e-03	2	true
488.5         	GAMG	5.677070e-01	2.666530e-03	2	true
489           	GAMG	5.689750e-01	2.954330e-03	2	true
489.5         	GAMG	5.514540e-01	2.621660e-03	2	true
490           	GAMG	6.033020e-01	2.563330e-03	2	true
490.5         	GAMG	5.641250e-01	2.858840e-03	2	true
491           	GAMG	5.667070e-01	2.042950e-03	2	true
491.5         	GAMG	5.007770e-01	2.274730e-03	2	true
492           	GAMG	5.509130e-01	2.319170e-03	2	true
492.5         	GAMG	5.415680e-01	2.112760e-03	2	true
493           	GAMG	5.682430e-01	3.124590e-03	2	true
493.5         	GAMG	5.459590e-01	2.779730e-03	2	true
494           	GAMG	5.381680e-01	3.134600e-03	2	true
494.5         	GAMG	5.790290e-01	2.823660e-03	2	true
495           	GAMG	5.723830e-01	2.218060e-03	2	true
495.5         	GAMG	5.340860e-01	2.315230e-03	2	true
496           	GAMG	5.563890e-01	2.866140e-03	2	true
496.5         	GAMG	5.977170e-01	2.420940e-03	2	true
497           	GAMG	5.696580e-01	2.369450e-03	2	true
497.5         	GAMG	5.412110e-01	3.019330e-03	2	true
498           	GAMG	5.537150e-01	2.983840e-03	2	true
498.5         	GAMG	5.578830e-01	2.560630e-03	2	true
499           	GAMG	6.142150e-01	2.214680e-03	2	true
499.5         	GAMG	5.558580e-01	2.910390e-03	2	true
500           	GAMG	5.871560e-01	3.276010e-03	2	true
500.5         	GAMG	5.476310e-01	2.997000e-03	2	true
501           	GAMG	5.677950e-01	2.781470e-03	2	true
501.5         	GAMG	5.512690e-01	2.899380e-03	2	true
502           	GAMG	5.297470e-01	2.148920e-03	2	true
502.5         	GAMG	5.556640e-01	2.955420e-03	2	true
503           	GAMG	5.622140e-01	2.689390e-03	2	true
503.5         	GAMG	5.496060e-01	2.612650e-03	2	true
504           	GAMG	5.138730e-01	2.007450e-03	2	true
504.5         	GAMG	5.229410e-01	2.274040e-03	2	true
505           	GAMG	5.889350e-01	2.041410e-03	2	true
505.5         	GAMG	5.103640e-01	2.455910e-03	2	true
506           	GAMG	5.642660e-01	2.232850e-03	2	true
506.5         	GAMG	5.309930e-01	2.491550e-03	2	true
507           	GAMG	5.677130e-01	1.591860e-03	2	true
507.5         	GAMG	5.982460e-01	1.858650e-03	2	true
508           	GAMG	5.222600e-01	2.465040e-03	2	true
508.5         	GAMG	5.584150e-01	2.932180e-03	2	true
509           	GAMG	5.113770e-01	2.547950e-03	2	true
509.5         	GAMG	5.530640e-01	1.843110e-03	2	true
510           	GAMG	5.221830e-01	2.040700e-03	2	true
510.5         	GAMG	5.377700e-01	2.458690e-03	2	true
511           	GAMG	5.490540e-01	3.295750e-03	2	true
511.5         	GAMG	5.504780e-01	2.528220e-03	2	true
512           	GAMG	5.427210e-01	2.202400e-03	2	true
512.5         	GAMG	5.626640e-01	2.700500e-03	2	true
513           	GAMG	5.660710e-01	2.140630e-03	2	true
513.5         	GAMG	5.758370e-01	2.447090e-03	2	true
514           	GAMG	5.538350e-01	2.211700e-03	2	true
514.5         	GAMG	5.502030e-01	1.880320e-03	2	true
515           	GAMG	6.115820e-01	2.465150e-03	2	true
515.5         	GAMG	5.468400e-01	2.543650e-03	2	true
516           	GAMG	5.311890e-01	1.870600e-03	2	true
516.5         	GAMG	5.465540e-01	2.806630e-03	2	true
517           	GAMG	5.618020e-01	2.911510e-03	2	true
517.5         	GAMG	5.487880e-01	2.778450e-03	2	true
518           	GAMG	5.514000e-01	2.456400e-03	2	true
518.5         	GAMG	5.769970e-01	2.409470e-03	2	true
519           	GAMG	5.553910e-01	2.258290e-03	2	true
519.5         	GAMG	5.564330e-01	1.795590e-03	2	true
520           	GAMG	5.332040e-01	1.780340e-03	2	true
520.5         	GAMG	5.229710e-01	2.257300e-03	2	true
521           	GAMG	5.172340e-01	2.600570e-03	2	true
521.5         	GAMG	5.528600e-01	1.854480e-03	2	true
522           	GAMG	5.440750e-01	2.039870e-03	2	true
522.5         	GAMG	5.875930e-01	2.462750e-03	2	true
523           	GAMG	5.391390e-01	2.526400e-03	2	true
523.5         	GAMG	5.431560e-01	2.424540e-03	2	true
524           	GAMG	5.299210e-01	2.529470e-03	2	true
524.5         	GAMG	5.150700e-01	1.955940e-03	2	true
525           	GAMG	5.207570e-01	2.207100e-03	2	true
525.5         	GAMG	5.498430e-01	1.960070e-03	2	true
526           	GAMG	5.329770e-01	1.986590e-03	2	true
526.5         	GAMG	5.278840e-01	2.124680e-03	2	true
527           	GAMG	5.490680e-01	2.282570e-03	2	true
527.5         	GAMG	5.401470e-01	2.334770e-03	2	true
528           	GAMG	5.518610e-01	2.204670e-03	2	true
528.5         	GAMG	5.715880e-01	2.774760e-03	2	true
529           	GAMG	5.247910e-01	1.966680e-03	2	true
529.5         	GAMG	5.424610e-01	2.319640e-03	2	true
530           	GAMG	5.436150e-01	3.000570e-03	2	true
530.5         	GAMG	5.814660e-01	2.235040e-03	2	true
531           	GAMG	5.457640e-01	2.404080e-03	2	true
531.5         	GAMG	5.657000e-01	2.945900e-03	2	true
532           	GAMG	5.639700e-01	1.753900e-03	2	true
532.5         	GAMG	5.040920e-01	1.453150e-03	2	true
533           	GAMG	4.914370e-01	2.042540e-03	2	true
533.5         	GAMG	5.757720e-01	1.744460e-03	2	true
534           	GAMG	5.650850e-01	2.157060e-03	2	true
534.5         	GAMG	5.492120e-01	2.627200e-03	2	true
535           	GAMG	5.766900e-01	1.946890e-03	2	true
535.5         	GAMG	5.717580e-01	1.798720e-03	2	true
536           	GAMG	5.672970e-01	2.443070e-03	2	true
536.5         	GAMG	5.725720e-01	1.581190e-03	2	true
537           	GAMG	5.368900e-01	2.465450e-03	2	true
537.5         	GAMG	5.436840e-01	1.995250e-03	2	true
538           	GAMG	5.873030e-01	2.597570e-03	2	true
538.5         	GAMG	5.142940e-01	1.841040e-03	2	true
539           	GAMG	5.508640e-01	2.138890e-03	2	true
539.5         	GAMG	5.654340e-01	1.768470e-03	2	true
540           	GAMG	5.498410e-01	1.981850e-03	2	true
540.5         	GAMG	5.184840e-01	1.342790e-03	2	true
541           	GAMG	5.164010e-01	1.920740e-03	2	true
541.5         	GAMG	5.670710e-01	1.807200e-03	2	true
542           	GAMG	5.520000e-01	1.524740e-03	2	true
542.5         	GAMG	5.242970e-01	1.539620e-03	2	true
543           	GAMG	4.809390e-01	2.019070e-03	2	true
543.5         	GAMG	5.694640e-01	2.879760e-03	2	true
544           	GAMG	5.554670e-01	2.384070e-03	2	true
544.5         	GAMG	5.631080e-01	2.531840e-03	2	true
545           	GAMG	5.748350e-01	2.801150e-03	2	true
545.5         	GAMG	5.514550e-01	3.315560e-03	2	true
546           	GAMG	5.344350e-01	1.841580e-03	2	true
546.5         	GAMG	5.930480e-01	1.852290e-03	2	true
547           	GAMG	5.634590e-01	2.148130e-03	2	true
547.5         	GAMG	6.052580e-01	2.527340e-03	2	true
548           	GAMG	5.505560e-01	2.004690e-03	2	true
548.5         	GAMG	5.268760e-01	1.981010e-03	2	true
549           	GAMG	5.440370e-01	2.135560e-03	2	true
549.5         	GAMG	5.358990e-01	2.275370e-03	2	true
550           	GAMG	5.626040e-01	2.249930e-03	2	true
550.5         	GAMG	5.492080e-01	2.036310e-03	2	true
551           	GAMG	5.589380e-01	2.376350e-03	2	true
551.5         	GAMG	5.436630e-01	2.301950e-03	2	true
552           	GAMG	5.866150e-01	3.213530e-03	2	true
552.5         	GAMG	5.497230e-01	2.326400e-03	2	true
553           	GAMG	5.864640e-01	2.564230e-03	2	true
553.5         	GAMG	5.672150e-01	2.980740e-03	2	true
554           	GAMG	5.733690e-01	3.239160e-03	2	true
554.5         	GAMG	5.517900e-01	2.571690e-03	2	true
555           	GAMG	5.799150e-01	2.997590e-03	2	true
555.5         	GAMG	5.631390e-01	2.313370e-03	2	true
556           	GAMG	5.661650e-01	3.026850e-03	2	true
556.5         	GAMG	5.618060e-01	1.682110e-03	2	true
557           	GAMG	5.335780e-01	2.507360e-03	2	true
557.5         	GAMG	5.482640e-01	2.370070e-03	2	true
558           	GAMG	5.757630e-01	2.394870e-03	2	true
558.5         	GAMG	5.837330e-01	2.744490e-03	2	true
559           	GAMG	5.439800e-01	2.596560e-03	2	true
559.5         	GAMG	5.553220e-01	2.657750e-03	2	true
560           	GAMG	5.608220e-01	2.614220e-03	2	true
560.5         	GAMG	5.669380e-01	2.798770e-03	2	true
561           	GAMG	5.923360e-01	3.109800e-03	2	true
561.5         	GAMG	5.883470e-01	2.639940e-03	2	true
562           	GAMG	5.702120e-01	2.479820e-03	2	true
562.5         	GAMG	5.691260e-01	2.418230e-03	2	true
563           	GAMG	5.949130e-01	2.386000e-03	2	true
563.5         	GAMG	5.770770e-01	2.912530e-03	2	true
564           	GAMG	5.706100e-01	2.107320e-03	2	true
564.5         	GAMG	5.451870e-01	1.923900e-03	2	true
565           	GAMG	5.444410e-01	2.294580e-03	2	true
565.5         	GAMG	5.742470e-01	2.077650e-03	2	true
566           	GAMG	5.633630e-01	2.271620e-03	2	true
566.5         	GAMG	5.532900e-01	2.104950e-03	2	true
567           	GAMG	5.375620e-01	2.315640e-03	2	true
567.5         	GAMG	5.378190e-01	2.088060e-03	2	true
568           	GAMG	5.303940e-01	2.004610e-03	2	true
568.5         	GAMG	5.303950e-01	2.313600e-03	2	true
569           	GAMG	5.217230e-01	1.731130e-03	2	true
569.5         	GAMG	5.250360e-01	1.468410e-03	2	true
570           	GAMG	5.563300e-01	1.868540e-03	2	true
570.5         	GAMG	5.650820e-01	2.546010e-03	2	true
571           	GAMG	5.262050e-01	2.678080e-03	2	true
571.5         	GAMG	5.092650e-01	2.770350e-03	2	true
572           	GAMG	5.285860e-01	2.193470e-03	2	true
572.5         	GAMG	5.026710e-01	1.654660e-03	2	true
573           	GAMG	5.169800e-01	2.121690e-03	2	true
573.5         	GAMG	5.422010e-01	2.803520e-03	2	true
574           	GAMG	5.272530e-01	2.315980e-03	2	true
574.5         	GAMG	5.006950e-01	1.517470e-03	2	true
575           	GAMG	5.037540e-01	2.131580e-03	2	true
575.5         	GAMG	5.226350e-01	2.192560e-03	2	true
576           	GAMG	5.131390e-01	1.912500e-03	2	true
576.5         	GAMG	5.288670e-01	2.113080e-03	2	true
577           	GAMG	5.551960e-01	2.213170e-03	2	true
577.5         	GAMG	5.474460e-01	2.287980e-03	2	true
578           	GAMG	5.570010e-01	2.214780e-03	2	true
578.5         	GAMG	5.616370e-01	2.624050e-03	2	true
579           	GAMG	5.333970e-01	1.775960e-03	2	true
579.5         	GAMG	5.203520e-01	2.225200e-03	2	true
580           	GAMG	5.261040e-01	1.874980e-03	2	true
580.5         	GAMG	5.396730e-01	2.079600e-03	2	true
581           	GAMG	5.271480e-01	1.791690e-03	2	true
581.5         	GAMG	5.547660e-01	2.136250e-03	2	true
582           	GAMG	5.717890e-01	2.295540e-03	2	true
582.5         	GAMG	5.325420e-01	2.220080e-03	2	true
583           	GAMG	5.450520e-01	1.791200e-03	2	true
583.5         	GAMG	5.354050e-01	2.276370e-03	2	true
584           	GAMG	5.483480e-01	2.160490e-03	2	true
584.5         	GAMG	5.540400e-01	2.645670e-03	2	true
585           	GAMG	5.655010e-01	2.563820e-03	2	true
585.5         	GAMG	5.651480e-01	1.802220e-03	2	true
586           	GAMG	5.602550e-01	2.270520e-03	2	true
586.5         	GAMG	5.756350e-01	2.035520e-03	2	true
587           	GAMG	5.591140e-01	2.968620e-03	2	true
587.5         	GAMG	5.660470e-01	2.481980e-03	2	true
588           	GAMG	5.570880e-01	2.814270e-03	2	true
588.5         	GAMG	5.342280e-01	2.479640e-03	2	true
589           	GAMG	5.732770e-01	2.728400e-03	2	true
589.5         	GAMG	5.754220e-01	2.411360e-03	2	true
590           	GAMG	5.877200e-01	2.548930e-03	2	true
590.5         	GAMG	5.562300e-01	2.477350e-03	2	true
591           	GAMG	5.342370e-01	2.428500e-03	2	true
591.5         	GAMG	5.694560e-01	2.432970e-03	2	true
592           	GAMG	5.581400e-01	2.587020e-03	2	true
592.5         	GAMG	5.896170e-01	2.685380e-03	2	true
593           	GAMG	5.218560e-01	2.861520e-03	2	true
593.5         	GAMG	5.832270e-01	2.317060e-03	2	true
594           	GAMG	5.416750e-01	2.753350e-03	2	true
594.5         	GAMG	5.382660e-01	2.753860e-03	2	true
595           	GAMG	5.405030e-01	2.450980e-03	2	true
595.5         	GAMG	5.819470e-01	3.060360e-03	2	true
596           	GAMG	5.351620e-01	2.546420e-03	2	true
596.5         	GAMG	5.672820e-01	3.425280e-03	2	true
597           	GAMG	5.357480e-01	2.486100e-03	2	true
597.5         	GAMG	5.545170e-01	2.139200e-03	2	true
598           	GAMG	5.265060e-01	2.526030e-03	2	true
598.5         	GAMG	5.378570e-01	3.382530e-03	2	true
599           	GAMG	5.720890e-01	3.486550e-03	2	true
599.5         	GAMG	5.523720e-01	2.706700e-03	2	true
600           	GAMG	5.770170e-01	2.534490e-03	2	true
600.5         	GAMG	5.245660e-01	2.563770e-03	2	true
601           	GAMG	5.662850e-01	3.015260e-03	2	true
601.5         	GAMG	5.416670e-01	2.724340e-03	2	true
602           	GAMG	5.770530e-01	3.025050e-03	2	true
602.5         	GAMG	5.537100e-01	2.917650e-03	2	true
603           	GAMG	6.036140e-01	2.944500e-03	2	true
603.5         	GAMG	5.623030e-01	2.644050e-03	2	true
604           	GAMG	5.698360e-01	3.094710e-03	2	true
604.5         	GAMG	5.364070e-01	3.061940e-03	2	true
605           	GAMG	5.747470e-01	2.384710e-03	2	true
605.5         	GAMG	5.421550e-01	2.990690e-03	2	true
606           	GAMG	5.738400e-01	2.469920e-03	2	true
606.5         	GAMG	5.677160e-01	2.349040e-03	2	true
607           	GAMG	5.573010e-01	2.470330e-03	2	true
607.5         	GAMG	5.329190e-01	2.634170e-03	2	true
608           	GAMG	5.557930e-01	2.579660e-03	2	true
608.5         	GAMG	5.774860e-01	2.367040e-03	2	true
609           	GAMG	5.488110e-01	3.476300e-03	2	true
609.5         	GAMG	5.528120e-01	2.406210e-03	2	true
610           	GAMG	5.528320e-01	2.822360e-03	2	true
610.5         	GAMG	5.687030e-01	2.382120e-03	2	true
611           	GAMG	5.656200e-01	3.708860e-03	2	true
611.5         	GAMG	5.760790e-01	2.193510e-03	2	true
612           	GAMG	5.569170e-01	2.830130e-03	2	true
612.5         	GAMG	5.716490e-01	2.248940e-03	2	true
613           	GAMG	5.548120e-01	2.842180e-03	2	true
613.5         	GAMG	5.828190e-01	2.467240e-03	2	true
614           	GAMG	5.911720e-01	3.071820e-03	2	true
614.5         	GAMG	5.720770e-01	3.234960e-03	2	true
615           	GAMG	5.762720e-01	2.913520e-03	2	true
615.5         	GAMG	5.323830e-01	2.459280e-03	2	true
616           	GAMG	5.191270e-01	2.442890e-03	2	true
616.5         	GAMG	5.167620e-01	3.016340e-03	2	true
617           	GAMG	5.141180e-01	2.317450e-03	2	true
617.5         	GAMG	5.511060e-01	2.080980e-03	2	true
618           	GAMG	5.544640e-01	2.564350e-03	2	true
618.5         	GAMG	5.525060e-01	2.644490e-03	2	true
619           	GAMG	5.595950e-01	2.379150e-03	2	true
619.5         	GAMG	5.446090e-01	2.729120e-03	2	true
620           	GAMG	5.474730e-01	2.279180e-03	2	true
620.5         	GAMG	5.755530e-01	2.494840e-03	2	true
621           	GAMG	5.749900e-01	3.246950e-03	2	true
621.5         	GAMG	5.781400e-01	2.764250e-03	2	true
622           	GAMG	5.554100e-01	3.301180e-03	2	true
622.5         	GAMG	5.668770e-01	3.108410e-03	2	true
623           	GAMG	5.831800e-01	2.869620e-03	2	true
623.5         	GAMG	5.759170e-01	2.036850e-03	2	true
624           	GAMG	5.642070e-01	3.160080e-03	2	true
624.5         	GAMG	5.831960e-01	3.061980e-03	2	true
625           	GAMG	5.883090e-01	2.918680e-03	2	true
625.5         	GAMG	5.664100e-01	2.959040e-03	2	true
626           	GAMG	5.741440e-01	3.624640e-03	2	true
626.5         	GAMG	5.715700e-01	2.796540e-03	2	true
627           	GAMG	5.811280e-01	2.366010e-03	2	true
627.5         	GAMG	5.645740e-01	2.333560e-03	2	true
628           	GAMG	5.447170e-01	3.730460e-03	2	true
628.5         	GAMG	5.610780e-01	2.970360e-03	2	true
629           	GAMG	5.676440e-01	2.999230e-03	2	true
629.5         	GAMG	5.636370e-01	2.238590e-03	2	true
630           	GAMG	5.430610e-01	2.471350e-03	2	true
630.5         	GAMG	5.498810e-01	2.774930e-03	2	true
631           	GAMG	5.491400e-01	2.458480e-03	2	true
631.5         	GAMG	5.762330e-01	3.221170e-03	2	true
632           	GAMG	5.639790e-01	2.920550e-03	2	true
632.5         	GAMG	5.443820e-01	2.311060e-03	2	true
633           	GAMG	5.800760e-01	1.860530e-03	2	true
633.5         	GAMG	5.273370e-01	2.644290e-03	2	true
634           	GAMG	4.952210e-01	2.471690e-03	2	true
634.5         	GAMG	5.468460e-01	2.877060e-03	2	true
635           	GAMG	5.529710e-01	2.690410e-03	2	true
635.5         	GAMG	5.601870e-01	2.838120e-03	2	true
636           	GAMG	5.586990e-01	3.511010e-03	2	true
636.5         	GAMG	5.800640e-01	2.428090e-03	2	true
637           	GAMG	5.573870e-01	2.917420e-03	2	true
637.5         	GAMG	5.199800e-01	2.832710e-03	2	true
638           	GAMG	5.875810e-01	3.516350e-03	2	true
638.5         	GAMG	5.634730e-01	2.725780e-03	2	true
639           	GAMG	5.348420e-01	2.382920e-03	2	true
639.5         	GAMG	5.125640e-01	2.514700e-03	2	true
640           	GAMG	5.623520e-01	1.894290e-03	2	true
640.5         	GAMG	5.640320e-01	2.227580e-03	2	true
641           	GAMG	5.514140e-01	2.184950e-03	2	true
641.5         	GAMG	5.495700e-01	2.454220e-03	2	true
642           	GAMG	5.483190e-01	2.333280e-03	2	true
642.5         	GAMG	5.343310e-01	2.824010e-03	2	true
643           	GAMG	5.579110e-01	3.355420e-03	2	true
643.5         	GAMG	5.831330e-01	2.176360e-03	2	true
644           	GAMG	5.763730e-01	2.790160e-03	2	true
644.5         	GAMG	5.607070e-01	3.395980e-03	2	true
645           	GAMG	5.757350e-01	2.325220e-03	2	true
645.5         	GAMG	5.495890e-01	2.538300e-03	2	true
646           	GAMG	5.472690e-01	2.780650e-03	2	true
646.5         	GAMG	5.832070e-01	2.688130e-03	2	true
647           	GAMG	5.749770e-01	1.936290e-03	2	true
647.5         	GAMG	5.637210e-01	2.308890e-03	2	true
648           	GAMG	5.681120e-01	2.751770e-03	2	true
648.5         	GAMG	5.557200e-01	2.811310e-03	2	true
649           	GAMG	5.551630e-01	2.749190e-03	2	true
649.5         	GAMG	5.668070e-01	2.535840e-03	2	true
650           	GAMG	5.232460e-01	2.718910e-03	2	true
650.5         	GAMG	5.595700e-01	2.186170e-03	2	true
651           	GAMG	5.552940e-01	2.569210e-03	2	true
651.5         	GAMG	5.651830e-01	2.356540e-03	2	true
652           	GAMG	5.634280e-01	2.503980e-03	2	true
652.5         	GAMG	5.618510e-01	2.434260e-03	2	true
653           	GAMG	5.697190e-01	2.676050e-03	2	true
653.5         	GAMG	5.441320e-01	2.730190e-03	2	true
654           	GAMG	5.677080e-01	3.149150e-03	2	true
654.5         	GAMG	5.659920e-01	2.127990e-03	2	true
655           	GAMG	5.457260e-01	3.501470e-03	2	true
655.5         	GAMG	5.725340e-01	2.708860e-03	2	true
656           	GAMG	5.569230e-01	2.095640e-03	2	true
656.5         	GAMG	5.424390e-01	2.745320e-03	2	true
657           	GAMG	5.266440e-01	2.241620e-03	2	true
657.5         	GAMG	5.277490e-01	3.035710e-03	2	true
658           	GAMG	5.278900e-01	2.272310e-03	2	true
658.5         	GAMG	5.550310e-01	3.085090e-03	2	true
659           	GAMG	5.402530e-01	2.266420e-03	2	true
659.5         	GAMG	5.225110e-01	3.177660e-03	2	true
660           	GAMG	5.368000e-01	2.122400e-03	2	true
660.5         	GAMG	5.459390e-01	2.210840e-03	2	true
661           	GAMG	5.256430e-01	2.394490e-03	2	true
661.5         	GAMG	5.525850e-01	2.927250e-03	2	true
662           	GAMG	5.949920e-01	3.548590e-03	2	true
662.5         	GAMG	5.756180e-01	2.852580e-03	2	true
663           	GAMG	5.339770e-01	2.198790e-03	2	true
663.5         	GAMG	5.763690e-01	2.464610e-03	2	true
664           	GAMG	5.618090e-01	3.034300e-03	2	true
664.5         	GAMG	5.349860e-01	3.040340e-03	2	true
665           	GAMG	5.468210e-01	2.586340e-03	2	true
665.5         	GAMG	5.007670e-01	2.805340e-03	2	true
666           	GAMG	5.315790e-01	2.743300e-03	2	true
666.5         	GAMG	5.005350e-01	2.920390e-03	2	true
667           	GAMG	5.509680e-01	2.779550e-03	2	true
667.5         	GAMG	5.277670e-01	3.282210e-03	2	true
668           	GAMG	5.924640e-01	2.523240e-03	2	true
668.5         	GAMG	5.554640e-01	2.374330e-03	2	true
669           	GAMG	5.792010e-01	3.505520e-03	2	true
669.5         	GAMG	5.630620e-01	2.418080e-03	2	true
670           	GAMG	5.704220e-01	2.839510e-03	2	true
670.5         	GAMG	5.724820e-01	2.571080e-03	2	true
671           	GAMG	5.822830e-01	3.526460e-03	2	true
671.5         	GAMG	5.556020e-01	3.033900e-03	2	true
672           	GAMG	5.716850e-01	2.842500e-03	2	true
672.5         	GAMG	5.348100e-01	2.907320e-03	2	true
673           	GAMG	5.451080e-01	2.770800e-03	2	true
673.5         	GAMG	5.548670e-01	3.919470e-03	2	true
674           	GAMG	5.644840e-01	2.692810e-03	2	true
674.5         	GAMG	5.336990e-01	2.822190e-03	2	true
675           	GAMG	5.146400e-01	2.101340e-03	2	true
675.5         	GAMG	5.271190e-01	2.285610e-03	2	true
676           	GAMG	5.375020e-01	2.397790e-03	2	true
676.5         	GAMG	5.605490e-01	2.198720e-03	2	true
677           	GAMG	5.309830e-01	2.138740e-03	2	true
677.5         	GAMG	5.319870e-01	2.807230e-03	2	true
678           	GAMG	5.742730e-01	2.533620e-03	2	true
678.5         	GAMG	5.223450e-01	2.858830e-03	2	true
679           	GAMG	5.346010e-01	2.856480e-03	2	true
679.5         	GAMG	5.040080e-01	2.195470e-03	2	true
680           	GAMG	5.477820e-01	2.014080e-03	2	true
680.5         	GAMG	5.279410e-01	2.363550e-03	2	true
681           	GAMG	5.323290e-01	2.418670e-03	2	true
681.5         	GAMG	5.612740e-01	2.147320e-03	2	true
682           	GAMG	5.346810e-01	2.486350e-03	2	true
682.5         	GAMG	5.247710e-01	2.326980e-03	2	true
683           	GAMG	5.484700e-01	2.078880e-03	2	true
683.5         	GAMG	5.831880e-01	1.897000e-03	2	true
684           	GAMG	5.173720e-01	1.714660e-03	2	true
684.5         	GAMG	5.368210e-01	2.638990e-03	2	true
685           	GAMG	5.460590e-01	2.689720e-03	2	true
685.5         	GAMG	5.319820e-01	1.602470e-03	2	true
686           	GAMG	5.612310e-01	2.515340e-03	2	true
686.5         	GAMG	5.466420e-01	2.347310e-03	2	true
687           	GAMG	5.621050e-01	1.963080e-03	2	true
687.5         	GAMG	5.571160e-01	2.597310e-03	2	true
688           	GAMG	5.717380e-01	1.696120e-03	2	true
688.5         	GAMG	5.668640e-01	2.139540e-03	2	true
689           	GAMG	5.911170e-01	2.774630e-03	2	true
689.5         	GAMG	5.789840e-01	2.473840e-03	2	true
690           	GAMG	5.807310e-01	2.617040e-03	2	true
690.5         	GAMG	5.714460e-01	1.775320e-03	2	true
691           	GAMG	5.892960e-01	2.853700e-03	2	true
691.5         	GAMG	5.386610e-01	2.994630e-03	2	true
692           	GAMG	5.731820e-01	3.533090e-03	2	true
692.5         	GAMG	5.511240e-01	3.891570e-03	2	true
693           	GAMG	5.818140e-01	2.818980e-03	2	true
693.5         	GAMG	5.996890e-01	2.571140e-03	2	true
694           	GAMG	5.804540e-01	2.886640e-03	2	true
694.5         	GAMG	5.521880e-01	2.856650e-03	2	true
695           	GAMG	5.340930e-01	2.602710e-03	2	true
695.5         	GAMG	5.814950e-01	3.666850e-03	2	true
696           	GAMG	5.696390e-01	3.855620e-03	2	true
696.5         	GAMG	5.542460e-01	3.511740e-03	2	true
697           	GAMG	5.342090e-01	3.127980e-03	2	true
697.5         	GAMG	5.259190e-01	2.447300e-03	2	true
698           	GAMG	5.344470e-01	2.383000e-03	2	true
698.5         	GAMG	5.178900e-01	2.961080e-03	2	true
699           	GAMG	5.288400e-01	2.044130e-03	2	true
699.5         	GAMG	5.345790e-01	2.088850e-03	2	true
700           	GAMG	4.970910e-01	2.008670e-03	2	true
700.5         	GAMG	5.035460e-01	1.876400e-03	2	true
701           	GAMG	5.176950e-01	2.714620e-03	2	true
701.5         	GAMG	5.174350e-01	1.802510e-03	2	true
702           	GAMG	4.949230e-01	1.896360e-03	2	true
702.5         	GAMG	5.065540e-01	1.686830e-03	2	true
703           	GAMG	5.088450e-01	2.213800e-03	2	true
703.5         	GAMG	4.987050e-01	2.035740e-03	2	true
704           	GAMG	5.188510e-01	1.989840e-03	2	true
704.5         	GAMG	5.385670e-01	2.133400e-03	2	true
705           	GAMG	5.294200e-01	1.591870e-03	2	true
705.5         	GAMG	5.455100e-01	2.145670e-03	2	true
706           	GAMG	5.422270e-01	2.215710e-03	2	true
706.5         	GAMG	5.485140e-01	2.974810e-03	2	true
707           	GAMG	5.788180e-01	2.376860e-03	2	true
707.5         	GAMG	5.888100e-01	2.428430e-03	2	true
708           	GAMG	5.360070e-01	1.592460e-03	2	true
708.5         	GAMG	5.663490e-01	2.549960e-03	2	true
709           	GAMG	5.803360e-01	2.974220e-03	2	true
709.5         	GAMG	5.788030e-01	2.574440e-03	2	true
710           	GAMG	6.259610e-01	2.253780e-03	2	true
710.5         	GAMG	6.024090e-01	2.255870e-03	2	true
711           	GAMG	5.917550e-01	1.940340e-03	2	true
711.5         	GAMG	5.897090e-01	2.118000e-03	2	true
712           	GAMG	5.908660e-01	2.262000e-03	2	true
712.5         	GAMG	5.893440e-01	3.481590e-03	2	true
713           	GAMG	5.544770e-01	2.594730e-03	2	true
713.5         	GAMG	5.763460e-01	2.807560e-03	2	true
714           	GAMG	5.568280e-01	3.094800e-03	2	true
714.5         	GAMG	5.598160e-01	2.660170e-03	2	true
715           	GAMG	5.837180e-01	3.610130e-03	2	true
715.5         	GAMG	5.801640e-01	2.977850e-03	2	true
716           	GAMG	5.815060e-01	2.354540e-03	2	true
716.5         	GAMG	5.549950e-01	2.328620e-03	2	true
717           	GAMG	5.542370e-01	3.205740e-03	2	true
