# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
987           	GAMG	3.588650e-05	6.527640e-08	2	true
988           	GAMG	3.585140e-05	6.519460e-08	2	true
989           	GAMG	3.581640e-05	6.511280e-08	2	true
990           	GAMG	3.578130e-05	6.503130e-08	2	true
991           	GAMG	3.574640e-05	6.495050e-08	2	true
992           	GAMG	3.571170e-05	6.486960e-08	2	true
993           	GAMG	3.567710e-05	6.478870e-08	2	true
994           	GAMG	3.564260e-05	6.469300e-08	2	true
995           	GAMG	3.560840e-05	6.462950e-08	2	true
996           	GAMG	3.557420e-05	6.456800e-08	2	true
997           	GAMG	3.553990e-05	6.450240e-08	2	true
998           	GAMG	3.550560e-05	6.443150e-08	2	true
999           	GAMG	3.547130e-05	6.435780e-08	2	true
1000          	GAMG	3.543710e-05	6.428220e-08	2	true
